year,month,county,property_sum,violent_sum,unemp. rate,property_sum_lag9,violent_sum_lag9,unemp. rate_lag9
2010,may,los angeles county,48,9,12.1%,325,45,12.1%
2010,may,los angeles county,41,4,12.1%,13,0,12.1%
2010,may,los angeles county,45,8,12.1%,113,20,12.1%
2010,may,los angeles county,22,1,12.1%,318,74,12.1%
2010,may,los angeles county,165,34,12.1%,36,3,12.1%
2010,may,los angeles county,117,3,12.1%,163,20,12.1%
2010,may,los angeles county,246,34,12.1%,0,0,12.1%
2010,may,los angeles county,13,1,12.1%,15,1,12.1%
2010,may,los angeles county,35,4,12.1%,88,14,12.1%
2010,may,los angeles county,48,13,12.1%,48,9,12.1%
2010,may,los angeles county,212,54,12.1%,41,4,12.1%
2010,may,los angeles county,38,1,12.1%,45,8,12.1%
2010,may,los angeles county,26,3,12.1%,22,1,12.1%
2010,may,los angeles county,254,30,12.1%,165,34,12.1%
2010,may,los angeles county,64,2,12.1%,117,3,12.1%
2010,may,los angeles county,29,0,12.1%,246,34,12.1%
2010,may,los angeles county,22,4,12.1%,13,1,12.1%
2010,may,los angeles county,30,2,12.1%,35,4,12.1%
2010,may,los angeles county,312,31,12.1%,48,13,12.1%
2010,may,los angeles county,111,43,12.1%,212,54,12.1%
2010,may,los angeles county,14,2,12.1%,38,1,12.1%
2010,may,los angeles county,181,31,12.1%,26,3,12.1%
2010,june,los angeles county,32,-1,12.5%,254,30,12.1%
2010,june,los angeles county,185,13,12.5%,64,2,12.1%
2010,june,los angeles county,152,5,12.5%,29,0,12.1%
2010,june,los angeles county,27,7,12.5%,22,4,12.1%
2010,june,los angeles county,10,1,12.5%,30,2,12.1%
2010,june,los angeles county,55,18,12.5%,312,31,12.1%
2010,june,los angeles county,155,20,12.5%,111,43,12.1%
2010,june,los angeles county,52,37,12.5%,14,2,12.1%
2010,june,los angeles county,74,20,12.5%,181,31,12.1%
2010,june,los angeles county,182,40,12.5%,32,-1,12.5%
2010,june,los angeles county,93,7,12.5%,185,13,12.5%
2010,june,los angeles county,0,0,12.5%,152,5,12.5%
2010,june,los angeles county,236,17,12.5%,27,7,12.5%
2010,june,los angeles county,37,1,12.5%,10,1,12.5%
2010,june,los angeles county,10,1,12.5%,55,18,12.5%
2010,june,los angeles county,49,3,12.5%,155,20,12.5%
2010,june,los angeles county,170,51,12.5%,52,37,12.5%
2010,june,los angeles county,139,6,12.5%,74,20,12.5%
2010,june,los angeles county,60,4,12.5%,182,40,12.5%
2010,june,los angeles county,99,9,12.5%,93,7,12.5%
2010,june,los angeles county,192,111,12.5%,0,0,12.5%
2010,june,los angeles county,130,13,12.5%,236,17,12.5%
2010,june,los angeles county,8,0,12.5%,37,1,12.5%
2010,june,los angeles county,8,1,12.5%,10,1,12.5%
2010,june,los angeles county,14,0,12.5%,49,3,12.5%
2010,june,los angeles county,23,0,12.5%,170,51,12.5%
2010,june,los angeles county,31,6,12.5%,139,6,12.5%
2010,june,los angeles county,145,13,12.5%,60,4,12.5%
2010,june,los angeles county,70,6,12.5%,99,9,12.5%
2010,june,los angeles county,305,23,12.5%,192,111,12.5%
2010,june,los angeles county,35,8,12.5%,130,13,12.5%
2010,june,los angeles county,9,1,12.5%,8,0,12.5%
2010,june,los angeles county,190,56,12.5%,8,1,12.5%
2010,june,los angeles county,48,6,12.5%,14,0,12.5%
2010,june,los angeles county,108,26,12.5%,23,0,12.5%
2010,june,los angeles county,331,21,12.5%,31,6,12.5%
2010,june,los angeles county,124,7,12.5%,145,13,12.5%
2010,june,los angeles county,21,6,12.5%,70,6,12.5%
2010,june,los angeles county,162,59,12.5%,305,23,12.5%
2010,june,los angeles county,40,1,12.5%,35,8,12.5%
2010,june,los angeles county,1,0,12.5%,9,1,12.5%
2010,june,los angeles county,144,48,12.5%,190,56,12.5%
2010,june,los angeles county,77,4,12.5%,48,6,12.5%
2010,june,los angeles county,237,71,12.5%,108,26,12.5%
2010,june,los angeles county,12,2,12.5%,331,21,12.5%
2010,june,los angeles county,31,5,12.5%,124,7,12.5%
2010,june,los angeles county,13,0,12.5%,21,6,12.5%
2010,june,los angeles county,71,6,12.5%,162,59,12.5%
2010,june,los angeles county,33,15,12.5%,40,1,12.5%
2010,june,los angeles county,58,4,12.5%,1,0,12.5%
2010,june,los angeles county,157,14,12.5%,144,48,12.5%
2010,june,los angeles county,283,93,12.5%,77,4,12.5%
2010,june,los angeles county,0,0,12.5%,237,71,12.5%
2010,june,los angeles county,54,27,12.5%,12,2,12.5%
2010,june,los angeles county,22,8,12.5%,31,5,12.5%
2010,june,los angeles county,955,221,12.5%,13,0,12.5%
2010,june,los angeles county,7214,1876,12.5%,71,6,12.5%
2010,june,los angeles county,1419,661,12.5%,33,15,12.5%
2010,june,los angeles county,49,41,12.5%,58,4,12.5%
2010,june,los angeles county,113,38,12.5%,157,14,12.5%
2010,june,los angeles county,43,3,12.5%,283,93,12.5%
2010,june,los angeles county,77,10,12.5%,0,0,12.5%
2010,june,los angeles county,0,0,12.5%,54,27,12.5%
2010,june,los angeles county,1,0,12.5%,22,8,12.5%
2010,june,los angeles county,97,6,12.5%,955,221,12.5%
2010,june,los angeles county,133,18,12.5%,7214,1876,12.5%
2010,june,los angeles county,70,15,12.5%,1419,661,12.5%
2010,june,los angeles county,196,33,12.5%,49,41,12.5%
2010,june,los angeles county,278,85,12.5%,113,38,12.5%
2010,june,los angeles county,3,0,12.5%,43,3,12.5%
2010,june,los angeles county,145,36,12.5%,77,10,12.5%
2010,june,los angeles county,298,28,12.5%,0,0,12.5%
2010,june,los angeles county,12,0,12.5%,1,0,12.5%
2010,june,los angeles county,127,20,12.5%,97,6,12.5%
2010,june,los angeles county,303,60,12.5%,133,18,12.5%
2010,june,los angeles county,43,1,12.5%,70,15,12.5%
2010,june,los angeles county,127,18,12.5%,196,33,12.5%
2010,june,los angeles county,1,0,12.5%,278,85,12.5%
2010,june,los angeles county,6,0,12.5%,3,0,12.5%
2010,june,los angeles county,90,14,12.5%,145,36,12.5%
2010,june,los angeles county,44,7,12.5%,298,28,12.5%
2010,june,los angeles county,23,7,12.5%,12,0,12.5%
2010,june,los angeles county,35,8,12.5%,127,20,12.5%
2010,june,los angeles county,20,3,12.5%,303,60,12.5%
2010,june,los angeles county,324,40,12.5%,43,1,12.5%
2010,june,los angeles county,111,3,12.5%,127,18,12.5%
2010,june,los angeles county,245,31,12.5%,1,0,12.5%
2010,june,los angeles county,7,1,12.5%,6,0,12.5%
2010,june,los angeles county,34,0,12.5%,90,14,12.5%
2010,june,los angeles county,42,12,12.5%,44,7,12.5%
2010,june,los angeles county,212,58,12.5%,23,7,12.5%
2010,june,los angeles county,27,1,12.5%,35,8,12.5%
2010,june,los angeles county,38,2,12.5%,20,3,12.5%
2010,june,los angeles county,214,28,12.5%,324,40,12.5%
2010,june,los angeles county,63,7,12.5%,111,3,12.5%
2010,june,los angeles county,5,1,12.5%,245,31,12.5%
2010,june,los angeles county,38,4,12.5%,7,1,12.5%
2010,june,los angeles county,42,6,12.5%,34,0,12.5%
2010,june,los angeles county,250,32,12.5%,42,12,12.5%
2010,june,los angeles county,121,25,12.5%,212,58,12.5%
2010,june,los angeles county,18,0,12.5%,27,1,12.5%
2010,june,los angeles county,203,36,12.5%,38,2,12.5%
2010,july,los angeles county,21,1,13.1%,214,28,12.5%
2010,july,los angeles county,168,10,13.1%,63,7,12.5%
2010,july,los angeles county,164,9,13.1%,5,1,12.5%
2010,july,los angeles county,20,5,13.1%,38,4,12.5%
2010,july,los angeles county,11,5,13.1%,42,6,12.5%
2010,july,los angeles county,75,23,13.1%,250,32,12.5%
2010,july,los angeles county,139,28,13.1%,121,25,12.5%
2010,july,los angeles county,49,24,13.1%,18,0,12.5%
2010,july,los angeles county,76,16,13.1%,203,36,12.5%
2010,july,los angeles county,145,24,13.1%,21,1,13.1%
2010,july,los angeles county,90,5,13.1%,168,10,13.1%
2010,july,los angeles county,1,0,13.1%,164,9,13.1%
2010,july,los angeles county,228,18,13.1%,20,5,13.1%
2010,july,los angeles county,27,0,13.1%,11,5,13.1%
2010,july,los angeles county,5,0,13.1%,75,23,13.1%
2010,july,los angeles county,25,0,13.1%,139,28,13.1%
2010,july,los angeles county,183,48,13.1%,49,24,13.1%
2010,july,los angeles county,164,10,13.1%,76,16,13.1%
2010,july,los angeles county,54,4,13.1%,145,24,13.1%
2010,july,los angeles county,67,8,13.1%,90,5,13.1%
2010,july,los angeles county,264,130,13.1%,1,0,13.1%
2010,july,los angeles county,148,12,13.1%,228,18,13.1%
2010,july,los angeles county,3,0,13.1%,27,0,13.1%
2010,july,los angeles county,8,0,13.1%,5,0,13.1%
2010,july,los angeles county,4,0,13.1%,25,0,13.1%
2010,july,los angeles county,15,0,13.1%,183,48,13.1%
2010,july,los angeles county,32,8,13.1%,164,10,13.1%
2010,july,los angeles county,140,5,13.1%,54,4,13.1%
2010,july,los angeles county,59,3,13.1%,67,8,13.1%
2010,july,los angeles county,331,26,13.1%,264,130,13.1%
2010,july,los angeles county,34,7,13.1%,148,12,13.1%
2010,july,los angeles county,2,0,13.1%,3,0,13.1%
2010,july,los angeles county,231,40,13.1%,8,0,13.1%
2010,july,los angeles county,50,0,13.1%,4,0,13.1%
2010,july,los angeles county,105,27,13.1%,15,0,13.1%
2010,july,los angeles county,299,28,13.1%,32,8,13.1%
2010,july,los angeles county,122,5,13.1%,140,5,13.1%
2010,july,los angeles county,18,10,13.1%,59,3,13.1%
2010,july,los angeles county,180,54,13.1%,331,26,13.1%
2010,july,los angeles county,77,5,13.1%,34,7,13.1%
2010,july,los angeles county,4,0,13.1%,2,0,13.1%
2010,july,los angeles county,202,59,13.1%,231,40,13.1%
2010,july,los angeles county,97,3,13.1%,50,0,13.1%
2010,july,los angeles county,219,62,13.1%,105,27,13.1%
2010,july,los angeles county,10,2,13.1%,299,28,13.1%
2010,july,los angeles county,29,1,13.1%,122,5,13.1%
2010,july,los angeles county,9,0,13.1%,18,10,13.1%
2010,july,los angeles county,65,7,13.1%,180,54,13.1%
2010,july,los angeles county,48,13,13.1%,77,5,13.1%
2010,july,los angeles county,55,5,13.1%,4,0,13.1%
2010,july,los angeles county,135,25,13.1%,202,59,13.1%
2010,july,los angeles county,292,70,13.1%,97,3,13.1%
2010,july,los angeles county,0,0,13.1%,219,62,13.1%
2010,july,los angeles county,38,20,13.1%,10,2,13.1%
2010,july,los angeles county,34,2,13.1%,29,1,13.1%
2010,july,los angeles county,1058,223,13.1%,9,0,13.1%
2010,july,los angeles county,7582,1909,13.1%,65,7,13.1%
2010,july,los angeles county,1489,554,13.1%,48,13,13.1%
2010,july,los angeles county,70,59,13.1%,55,5,13.1%
2010,july,los angeles county,82,37,13.1%,135,25,13.1%
2010,july,los angeles county,36,4,13.1%,292,70,13.1%
2010,july,los angeles county,86,4,13.1%,0,0,13.1%
2010,july,los angeles county,40,11,13.1%,38,20,13.1%
2010,july,los angeles county,0,1,13.1%,34,2,13.1%
2010,july,los angeles county,90,0,13.1%,1058,223,13.1%
2010,july,los angeles county,183,15,13.1%,7582,1909,13.1%
2010,july,los angeles county,90,6,13.1%,1489,554,13.1%
2010,july,los angeles county,175,47,13.1%,70,59,13.1%
2010,july,los angeles county,311,79,13.1%,82,37,13.1%
2010,july,los angeles county,5,2,13.1%,36,4,13.1%
2010,july,los angeles county,124,21,13.1%,86,4,13.1%
2010,july,los angeles county,344,47,13.1%,40,11,13.1%
2010,july,los angeles county,15,0,13.1%,0,1,13.1%
2010,july,los angeles county,132,20,13.1%,90,0,13.1%
2010,july,los angeles county,360,57,13.1%,183,15,13.1%
2010,july,los angeles county,38,2,13.1%,90,6,13.1%
2010,july,los angeles county,164,20,13.1%,175,47,13.1%
2010,july,los angeles county,0,0,13.1%,311,79,13.1%
2010,july,los angeles county,6,1,13.1%,5,2,13.1%
2010,july,los angeles county,73,9,13.1%,124,21,13.1%
2010,july,los angeles county,63,4,13.1%,344,47,13.1%
2010,july,los angeles county,35,1,13.1%,15,0,13.1%
2010,july,los angeles county,55,6,13.1%,132,20,13.1%
2010,july,los angeles county,22,0,13.1%,360,57,13.1%
2010,july,los angeles county,217,36,13.1%,38,2,13.1%
2010,july,los angeles county,102,4,13.1%,164,20,13.1%
2010,july,los angeles county,282,40,13.1%,0,0,13.1%
2010,july,los angeles county,11,1,13.1%,6,1,13.1%
2010,july,los angeles county,46,3,13.1%,73,9,13.1%
2010,july,los angeles county,48,8,13.1%,63,4,13.1%
2010,july,los angeles county,230,40,13.1%,35,1,13.1%
2010,july,los angeles county,34,0,13.1%,55,6,13.1%
2010,july,los angeles county,40,8,13.1%,22,0,13.1%
2010,july,los angeles county,212,23,13.1%,217,36,13.1%
2010,july,los angeles county,79,3,13.1%,102,4,13.1%
2010,july,los angeles county,9,1,13.1%,282,40,13.1%
2010,july,los angeles county,30,5,13.1%,11,1,13.1%
2010,july,los angeles county,25,1,13.1%,46,3,13.1%
2010,july,los angeles county,230,34,13.1%,48,8,13.1%
2010,july,los angeles county,134,30,13.1%,230,40,13.1%
2010,july,los angeles county,14,0,13.1%,34,0,13.1%
2010,july,los angeles county,214,33,13.1%,40,8,13.1%
2010,august,los angeles county,16,2,13.0%,212,23,13.1%
2010,august,los angeles county,149,8,13.0%,79,3,13.1%
2010,august,los angeles county,119,12,13.0%,9,1,13.1%
2010,august,los angeles county,42,10,13.0%,30,5,13.1%
2010,august,los angeles county,5,4,13.0%,25,1,13.1%
2010,august,los angeles county,71,22,13.0%,230,34,13.1%
2010,august,los angeles county,148,15,13.0%,134,30,13.1%
2010,august,los angeles county,61,14,13.0%,14,0,13.1%
2010,august,los angeles county,72,10,13.0%,214,33,13.1%
2010,august,los angeles county,182,52,13.0%,16,2,13.0%
2010,august,los angeles county,83,5,13.0%,149,8,13.0%
2010,august,los angeles county,0,0,13.0%,119,12,13.0%
2010,august,los angeles county,182,25,13.0%,42,10,13.0%
2010,august,los angeles county,42,1,13.0%,5,4,13.0%
2010,august,los angeles county,7,0,13.0%,71,22,13.0%
2010,august,los angeles county,17,2,13.0%,148,15,13.0%
2010,august,los angeles county,205,44,13.0%,61,14,13.0%
2010,august,los angeles county,125,6,13.0%,72,10,13.0%
2010,august,los angeles county,67,3,13.0%,182,52,13.0%
2010,august,los angeles county,46,12,13.0%,83,5,13.0%
2010,august,los angeles county,213,111,13.0%,0,0,13.0%
2010,august,los angeles county,142,19,13.0%,182,25,13.0%
2010,august,los angeles county,5,1,13.0%,42,1,13.0%
2010,august,los angeles county,15,0,13.0%,7,0,13.0%
2010,august,los angeles county,9,0,13.0%,17,2,13.0%
2010,august,los angeles county,24,1,13.0%,205,44,13.0%
2010,august,los angeles county,16,10,13.0%,125,6,13.0%
2010,august,los angeles county,138,15,13.0%,67,3,13.0%
2010,august,los angeles county,74,7,13.0%,46,12,13.0%
2010,august,los angeles county,307,36,13.0%,213,111,13.0%
2010,august,los angeles county,31,8,13.0%,142,19,13.0%
2010,august,los angeles county,3,1,13.0%,5,1,13.0%
2010,august,los angeles county,176,58,13.0%,15,0,13.0%
2010,august,los angeles county,50,3,13.0%,9,0,13.0%
2010,august,los angeles county,117,28,13.0%,24,1,13.0%
2010,august,los angeles county,289,30,13.0%,16,10,13.0%
2010,august,los angeles county,103,2,13.0%,138,15,13.0%
2010,august,los angeles county,30,6,13.0%,74,7,13.0%
2010,august,los angeles county,216,43,13.0%,307,36,13.0%
2010,august,los angeles county,50,6,13.0%,31,8,13.0%
2010,august,los angeles county,0,0,13.0%,3,1,13.0%
2010,august,los angeles county,196,47,13.0%,176,58,13.0%
2010,august,los angeles county,117,9,13.0%,50,3,13.0%
2010,august,los angeles county,212,60,13.0%,117,28,13.0%
2010,august,los angeles county,10,1,13.0%,289,30,13.0%
2010,august,los angeles county,28,1,13.0%,103,2,13.0%
2010,august,los angeles county,10,0,13.0%,30,6,13.0%
2010,august,los angeles county,63,1,13.0%,216,43,13.0%
2010,august,los angeles county,47,17,13.0%,50,6,13.0%
2010,august,los angeles county,58,3,13.0%,0,0,13.0%
2010,august,los angeles county,183,39,13.0%,196,47,13.0%
2010,august,los angeles county,304,96,13.0%,117,9,13.0%
2010,august,los angeles county,0,0,13.0%,212,60,13.0%
2010,august,los angeles county,61,22,13.0%,10,1,13.0%
2010,august,los angeles county,36,9,13.0%,28,1,13.0%
2010,august,los angeles county,990,232,13.0%,10,0,13.0%
2010,august,los angeles county,7369,1817,13.0%,63,1,13.0%
2010,august,los angeles county,1357,575,13.0%,47,17,13.0%
2010,august,los angeles county,95,44,13.0%,58,3,13.0%
2010,august,los angeles county,100,59,13.0%,183,39,13.0%
2010,august,los angeles county,41,-1,13.0%,304,96,13.0%
2010,august,los angeles county,70,3,13.0%,0,0,13.0%
2010,august,los angeles county,27,8,13.0%,61,22,13.0%
2010,august,los angeles county,2,2,13.0%,36,9,13.0%
2010,august,los angeles county,76,6,13.0%,990,232,13.0%
2010,august,los angeles county,196,20,13.0%,7369,1817,13.0%
2010,august,los angeles county,75,5,13.0%,1357,575,13.0%
2010,august,los angeles county,180,51,13.0%,95,44,13.0%
2010,august,los angeles county,293,70,13.0%,100,59,13.0%
2010,august,los angeles county,9,1,13.0%,41,-1,13.0%
2010,august,los angeles county,197,42,13.0%,70,3,13.0%
2010,august,los angeles county,287,45,13.0%,27,8,13.0%
2010,august,los angeles county,3,0,13.0%,2,2,13.0%
2010,august,los angeles county,113,27,13.0%,76,6,13.0%
2010,august,los angeles county,407,87,13.0%,196,20,13.0%
2010,august,los angeles county,51,4,13.0%,75,5,13.0%
2010,august,los angeles county,161,19,13.0%,180,51,13.0%
2010,august,los angeles county,0,0,13.0%,293,70,13.0%
2010,august,los angeles county,7,1,13.0%,9,1,13.0%
2010,august,los angeles county,78,20,13.0%,197,42,13.0%
2010,august,los angeles county,61,10,13.0%,287,45,13.0%
2010,august,los angeles county,37,8,13.0%,3,0,13.0%
2010,august,los angeles county,42,11,13.0%,113,27,13.0%
2010,august,los angeles county,22,0,13.0%,407,87,13.0%
2010,august,los angeles county,162,20,13.0%,51,4,13.0%
2010,august,los angeles county,99,6,13.0%,161,19,13.0%
2010,august,los angeles county,277,20,13.0%,0,0,13.0%
2010,august,los angeles county,6,2,13.0%,7,1,13.0%
2010,august,los angeles county,37,2,13.0%,78,20,13.0%
2010,august,los angeles county,43,13,13.0%,61,10,13.0%
2010,august,los angeles county,212,60,13.0%,37,8,13.0%
2010,august,los angeles county,24,2,13.0%,42,11,13.0%
2010,august,los angeles county,26,7,13.0%,22,0,13.0%
2010,august,los angeles county,246,20,13.0%,162,20,13.0%
2010,august,los angeles county,70,2,13.0%,99,6,13.0%
2010,august,los angeles county,10,0,13.0%,277,20,13.0%
2010,august,los angeles county,24,1,13.0%,6,2,13.0%
2010,august,los angeles county,37,5,13.0%,37,2,13.0%
2010,august,los angeles county,229,17,13.0%,43,13,13.0%
2010,august,los angeles county,104,37,13.0%,212,60,13.0%
2010,august,los angeles county,15,-1,13.0%,24,2,13.0%
2010,august,los angeles county,217,30,13.0%,26,7,13.0%
2010,september,los angeles county,24,1,12.6%,246,20,13.0%
2010,september,los angeles county,178,13,12.6%,70,2,13.0%
2010,september,los angeles county,122,5,12.6%,10,0,13.0%
2010,september,los angeles county,20,4,12.6%,24,1,13.0%
2010,september,los angeles county,7,1,12.6%,37,5,13.0%
2010,september,los angeles county,64,18,12.6%,229,17,13.0%
2010,september,los angeles county,131,23,12.6%,104,37,13.0%
2010,september,los angeles county,52,21,12.6%,15,-1,13.0%
2010,september,los angeles county,68,19,12.6%,217,30,13.0%
2010,september,los angeles county,167,31,12.6%,24,1,12.6%
2010,september,los angeles county,87,7,12.6%,178,13,12.6%
2010,september,los angeles county,0,0,12.6%,122,5,12.6%
2010,september,los angeles county,175,21,12.6%,20,4,12.6%
2010,september,los angeles county,51,0,12.6%,7,1,12.6%
2010,september,los angeles county,14,0,12.6%,64,18,12.6%
2010,september,los angeles county,17,1,12.6%,131,23,12.6%
2010,september,los angeles county,115,29,12.6%,52,21,12.6%
2010,september,los angeles county,143,6,12.6%,68,19,12.6%
2010,september,los angeles county,79,2,12.6%,167,31,12.6%
2010,september,los angeles county,109,11,12.6%,87,7,12.6%
2010,september,los angeles county,229,97,12.6%,0,0,12.6%
2010,september,los angeles county,112,13,12.6%,175,21,12.6%
2010,september,los angeles county,9,0,12.6%,51,0,12.6%
2010,september,los angeles county,27,0,12.6%,14,0,12.6%
2010,september,los angeles county,11,0,12.6%,17,1,12.6%
2010,september,los angeles county,25,0,12.6%,115,29,12.6%
2010,september,los angeles county,29,15,12.6%,143,6,12.6%
